frequency;unit;age;geo;year;value
A;NR;TOTAL;HU11;2018;1.21
A;NR;TOTAL;HU11;2019;1.19
A;NR;TOTAL;HU11;2020;1.17073
A;NR;TOTAL;HU12;2009;1.38
A;NR;TOTAL;HU12;2010;1.34
A;NR;TOTAL;HU12;2011;1.32
A;NR;TOTAL;HU12;2012;1.40
A;NR;TOTAL;HU12;2013;1.40
A;NR;TOTAL;HU12;2014;1.47
A;NR;TOTAL;HU12;2015;1.50
A;NR;TOTAL;HU12;2016;1.56
A;NR;TOTAL;HU12;2017;1.58
A;NR;TOTAL;HU12;2018;1.60
A;NR;TOTAL;HU12;2019;1.63
A;NR;TOTAL;HU12;2020;1.67626
A;NR;TOTAL;HU21;2009;1.28
A;NR;TOTAL;HU21;2010;1.22
A;NR;TOTAL;HU21;2011;1.22
A;NR;TOTAL;HU21;2012;1.32
A;NR;TOTAL;HU21;2013;1.34
A;NR;TOTAL;HU21;2014;1.43
A;NR;TOTAL;HU21;2015;1.46
A;NR;TOTAL;HU21;2016;1.55
A;NR;TOTAL;HU21;2017;1.55
A;NR;TOTAL;HU21;2018;1.52
A;NR;TOTAL;HU21;2019;1.55
A;NR;TOTAL;HU21;2020;1.57815
A;NR;TOTAL;HU22;2009;1.19
A;NR;TOTAL;HU22;2010;1.14
A;NR;TOTAL;HU22;2011;1.13
A;NR;TOTAL;HU22;2012;1.22
A;NR;TOTAL;HU22;2013;1.25
A;NR;TOTAL;HU22;2014;1.33
A;NR;TOTAL;HU22;2015;1.33
A;NR;TOTAL;HU22;2016;1.42
A;NR;TOTAL;HU22;2017;1.46
A;NR;TOTAL;HU22;2018;1.47
A;NR;TOTAL;HU22;2019;1.48
A;NR;TOTAL;HU22;2020;1.48864
A;NR;TOTAL;HU23;2009;1.29
A;NR;TOTAL;HU23;2010;1.22
A;NR;TOTAL;HU23;2011;1.23
A;NR;TOTAL;HU23;2012;1.31
A;NR;TOTAL;HU23;2013;1.35
A;NR;TOTAL;HU23;2014;1.47
A;NR;TOTAL;HU23;2015;1.46
A;NR;TOTAL;HU23;2016;1.53
A;NR;TOTAL;HU23;2017;1.55
A;NR;TOTAL;HU23;2018;1.57
A;NR;TOTAL;HU23;2019;1.58
A;NR;TOTAL;HU23;2020;1.61451
A;NR;TOTAL;HU31;2009;1.47
A;NR;TOTAL;HU31;2010;1.41
A;NR;TOTAL;HU31;2011;1.41
A;NR;TOTAL;HU31;2012;1.47
A;NR;TOTAL;HU31;2013;1.52
A;NR;TOTAL;HU31;2014;1.65
A;NR;TOTAL;HU31;2015;1.66
A;NR;TOTAL;HU31;2016;1.77
A;NR;TOTAL;HU31;2017;1.82
A;NR;TOTAL;HU31;2018;1.84
A;NR;TOTAL;HU31;2019;1.83
A;NR;TOTAL;HU31;2020;1.88365
A;NR;TOTAL;HU32;2009;1.42
A;NR;TOTAL;HU32;2010;1.31
A;NR;TOTAL;HU32;2011;1.32
A;NR;TOTAL;HU32;2012;1.40
A;NR;TOTAL;HU32;2013;1.45
A;NR;TOTAL;HU32;2014;1.59
A;NR;TOTAL;HU32;2015;1.60
A;NR;TOTAL;HU32;2016;1.72
A;NR;TOTAL;HU32;2017;1.70
A;NR;TOTAL;HU32;2018;1.69
A;NR;TOTAL;HU32;2019;1.73
A;NR;TOTAL;HU32;2020;1.80676
A;NR;TOTAL;HU33;2009;1.25
A;NR;TOTAL;HU33;2010;1.15
A;NR;TOTAL;HU33;2011;1.19
A;NR;TOTAL;HU33;2012;1.27
A;NR;TOTAL;HU33;2013;1.32
A;NR;TOTAL;HU33;2014;1.39
A;NR;TOTAL;HU33;2015;1.42
A;NR;TOTAL;HU33;2016;1.49
A;NR;TOTAL;HU33;2017;1.56
A;NR;TOTAL;HU33;2018;1.55
A;NR;TOTAL;HU33;2019;1.55
A;NR;TOTAL;HU33;2020;1.59105
A;NR;TOTAL;IE04;2009;NA
A;NR;TOTAL;IE04;2010;NA
A;NR;TOTAL;IE04;2011;NA
A;NR;TOTAL;IE04;2012;NA
A;NR;TOTAL;IE04;2013;1.98
A;NR;TOTAL;IE04;2014;1.94
A;NR;TOTAL;IE04;2015;1.94
A;NR;TOTAL;IE04;2016;1.94
A;NR;TOTAL;IE04;2017;1.88
A;NR;TOTAL;IE04;2018;1.89
A;NR;TOTAL;IE04;2019;1.87
A;NR;TOTAL;IE04;2020;1.76765
A;NR;TOTAL;IE05;2009;NA
A;NR;TOTAL;IE05;2010;NA
A;NR;TOTAL;IE05;2011;NA
A;NR;TOTAL;IE05;2012;NA
A;NR;TOTAL;IE05;2013;1.96
A;NR;TOTAL;IE05;2014;1.93
A;NR;TOTAL;IE05;2015;1.93
A;NR;TOTAL;IE05;2016;1.86
A;NR;TOTAL;IE05;2017;1.84
A;NR;TOTAL;IE05;2018;1.85
A;NR;TOTAL;IE05;2019;1.76
A;NR;TOTAL;IE05;2020;1.72498
A;NR;TOTAL;IE06;2009;NA
A;NR;TOTAL;IE06;2010;NA
A;NR;TOTAL;IE06;2011;NA
A;NR;TOTAL;IE06;2012;NA
A;NR;TOTAL;IE06;2013;1.90
A;NR;TOTAL;IE06;2014;1.87
A;NR;TOTAL;IE06;2015;1.79
A;NR;TOTAL;IE06;2016;1.75
A;NR;TOTAL;IE06;2017;1.70
A;NR;TOTAL;IE06;2018;1.66
A;NR;TOTAL;IE06;2019;1.64
A;NR;TOTAL;IE06;2020;1.53445
A;NR;TOTAL;IS00;2009;2.23
A;NR;TOTAL;IS00;2010;2.20
A;NR;TOTAL;IS00;2011;2.02
A;NR;TOTAL;IS00;2012;2.04
A;NR;TOTAL;IS00;2013;1.93
A;NR;TOTAL;IS00;2014;1.93
A;NR;TOTAL;IS00;2015;1.80
A;NR;TOTAL;IS00;2016;1.74
A;NR;TOTAL;IS00;2017;1.71
A;NR;TOTAL;IS00;2018;1.71
A;NR;TOTAL;IS00;2019;1.74
A;NR;TOTAL;IS00;2020;1.71794
A;NR;TOTAL;ITC1;2009;1.43
A;NR;TOTAL;ITC1;2010;1.44
A;NR;TOTAL;ITC1;2011;1.45
A;NR;TOTAL;ITC1;2012;1.45
A;NR;TOTAL;ITC1;2013;1.41
A;NR;TOTAL;ITC1;2014;1.40
A;NR;TOTAL;ITC1;2015;1.36
A;NR;TOTAL;ITC1;2016;1.35
A;NR;TOTAL;ITC1;2017;1.34
A;NR;TOTAL;ITC1;2018;1.28
A;NR;TOTAL;ITC1;2019;1.27
A;NR;TOTAL;ITC1;2020;1.24690
A;NR;TOTAL;ITC2;2009;1.63
A;NR;TOTAL;ITC2;2010;1.63
A;NR;TOTAL;ITC2;2011;1.60
A;NR;TOTAL;ITC2;2012;1.57
A;NR;TOTAL;ITC2;2013;1.44
A;NR;TOTAL;ITC2;2014;1.54
A;NR;TOTAL;ITC2;2015;1.40
A;NR;TOTAL;ITC2;2016;1.41
A;NR;TOTAL;ITC2;2017;1.35
A;NR;TOTAL;ITC2;2018;1.38
A;NR;TOTAL;ITC2;2019;1.31
A;NR;TOTAL;ITC2;2020;1.23125
A;NR;TOTAL;ITC3;2009;1.36
A;NR;TOTAL;ITC3;2010;1.37
A;NR;TOTAL;ITC3;2011;1.34
A;NR;TOTAL;ITC3;2012;1.40
A;NR;TOTAL;ITC3;2013;1.34
A;NR;TOTAL;ITC3;2014;1.33
A;NR;TOTAL;ITC3;2015;1.30
A;NR;TOTAL;ITC3;2016;1.30
A;NR;TOTAL;ITC3;2017;1.28
A;NR;TOTAL;ITC3;2018;1.23
A;NR;TOTAL;ITC3;2019;1.21
A;NR;TOTAL;ITC3;2020;1.22796
A;NR;TOTAL;ITC4;2009;1.57
A;NR;TOTAL;ITC4;2010;1.57
A;NR;TOTAL;ITC4;2011;1.53
A;NR;TOTAL;ITC4;2012;1.52
A;NR;TOTAL;ITC4;2013;1.48
A;NR;TOTAL;ITC4;2014;1.46
A;NR;TOTAL;ITC4;2015;1.44
A;NR;TOTAL;ITC4;2016;1.42
A;NR;TOTAL;ITC4;2017;1.39
A;NR;TOTAL;ITC4;2018;1.35
A;NR;TOTAL;ITC4;2019;1.33
A;NR;TOTAL;ITC4;2020;1.26620
A;NR;TOTAL;ITF1;2009;1.31
A;NR;TOTAL;ITF1;2010;1.37
A;NR;TOTAL;ITF1;2011;1.35
A;NR;TOTAL;ITF1;2012;1.35
A;NR;TOTAL;ITF1;2013;1.30
A;NR;TOTAL;ITF1;2014;1.29
A;NR;TOTAL;ITF1;2015;1.28
A;NR;TOTAL;ITF1;2016;1.28
A;NR;TOTAL;ITF1;2017;1.24
A;NR;TOTAL;ITF1;2018;1.19
A;NR;TOTAL;ITF1;2019;1.17
A;NR;TOTAL;ITF1;2020;1.16704
A;NR;TOTAL;ITF2;2009;1.14
A;NR;TOTAL;ITF2;2010;1.24
A;NR;TOTAL;ITF2;2011;1.19
A;NR;TOTAL;ITF2;2012;1.19
A;NR;TOTAL;ITF2;2013;1.17
A;NR;TOTAL;ITF2;2014;1.16
A;NR;TOTAL;ITF2;2015;1.17
A;NR;TOTAL;ITF2;2016;1.15
A;NR;TOTAL;ITF2;2017;1.19
A;NR;TOTAL;ITF2;2018;1.09
A;NR;TOTAL;ITF2;2019;1.15
A;NR;TOTAL;ITF2;2020;1.06414
A;NR;TOTAL;ITF3;2009;1.47
A;NR;TOTAL;ITF3;2010;1.45
A;NR;TOTAL;ITF3;2011;1.43
A;NR;TOTAL;ITF3;2012;1.40
A;NR;TOTAL;ITF3;2013;1.35
A;NR;TOTAL;ITF3;2014;1.32
A;NR;TOTAL;ITF3;2015;1.34
A;NR;TOTAL;ITF3;2016;1.34
A;NR;TOTAL;ITF3;2017;1.35
A;NR;TOTAL;ITF3;2018;1.31
A;NR;TOTAL;ITF3;2019;1.31
A;NR;TOTAL;ITF3;2020;1.30092
A;NR;TOTAL;ITF4;2009;1.35
A;NR;TOTAL;ITF4;2010;1.35
A;NR;TOTAL;ITF4;2011;1.32
A;NR;TOTAL;ITF4;2012;1.30
A;NR;TOTAL;ITF4;2013;1.28
A;NR;TOTAL;ITF4;2014;1.28
A;NR;TOTAL;ITF4;2015;1.24
A;NR;TOTAL;ITF4;2016;1.25
A;NR;TOTAL;ITF4;2017;1.24
A;NR;TOTAL;ITF4;2018;1.22
A;NR;TOTAL;ITF4;2019;1.20
A;NR;TOTAL;ITF4;2020;1.18205
A;NR;TOTAL;ITF5;2009;1.20
A;NR;TOTAL;ITF5;2010;1.20
A;NR;TOTAL;ITF5;2011;1.19
A;NR;TOTAL;ITF5;2012;1.21
A;NR;TOTAL;ITF5;2013;1.12
A;NR;TOTAL;ITF5;2014;1.15
A;NR;TOTAL;ITF5;2015;1.17
A;NR;TOTAL;ITF5;2016;1.17
A;NR;TOTAL;ITF5;2017;1.19
A;NR;TOTAL;ITF5;2018;1.13
A;NR;TOTAL;ITF5;2019;1.15
A;NR;TOTAL;ITF5;2020;1.13731
A;NR;TOTAL;ITF6;2009;1.32
A;NR;TOTAL;ITF6;2010;1.32
A;NR;TOTAL;ITF6;2011;1.30
A;NR;TOTAL;ITF6;2012;1.30
A;NR;TOTAL;ITF6;2013;1.28
A;NR;TOTAL;ITF6;2014;1.27
A;NR;TOTAL;ITF6;2015;1.29
A;NR;TOTAL;ITF6;2016;1.28
A;NR;TOTAL;ITF6;2017;1.28
A;NR;TOTAL;ITF6;2018;1.26
A;NR;TOTAL;ITF6;2019;1.26
A;NR;TOTAL;ITF6;2020;1.25838
A;NR;TOTAL;ITG1;2009;1.45
A;NR;TOTAL;ITG1;2010;1.44
A;NR;TOTAL;ITG1;2011;1.42
A;NR;TOTAL;ITG1;2012;1.42
A;NR;TOTAL;ITG1;2013;1.36
A;NR;TOTAL;ITG1;2014;1.38
A;NR;TOTAL;ITG1;2015;1.35
A;NR;TOTAL;ITG1;2016;1.33
A;NR;TOTAL;ITG1;2017;1.35
A;NR;TOTAL;ITG1;2018;1.34
A;NR;TOTAL;ITG1;2019;1.33
A;NR;TOTAL;ITG1;2020;1.32885
A;NR;TOTAL;ITG2;2009;1.17
A;NR;TOTAL;ITG2;2010;1.19
A;NR;TOTAL;ITG2;2011;1.17
A;NR;TOTAL;ITG2;2012;1.15
A;NR;TOTAL;ITG2;2013;1.11
A;NR;TOTAL;ITG2;2014;1.10
A;NR;TOTAL;ITG2;2015;1.09
A;NR;TOTAL;ITG2;2016;1.07
A;NR;TOTAL;ITG2;2017;1.06
A;NR;TOTAL;ITG2;2018;1.02
A;NR;TOTAL;ITG2;2019;1.00
A;NR;TOTAL;ITG2;2020;0.96599
A;NR;TOTAL;ITH1;2009;1.57
A;NR;TOTAL;ITH1;2010;1.63
A;NR;TOTAL;ITH1;2011;1.62
A;NR;TOTAL;ITH1;2012;1.67
A;NR;TOTAL;ITH1;2013;1.65
A;NR;TOTAL;ITH1;2014;1.74
A;NR;TOTAL;ITH1;2015;1.70
A;NR;TOTAL;ITH1;2016;1.76
A;NR;TOTAL;ITH1;2017;1.74
A;NR;TOTAL;ITH1;2018;1.72
A;NR;TOTAL;ITH1;2019;1.71
A;NR;TOTAL;ITH1;2020;1.70967
A;NR;TOTAL;ITH2;2009;1.61
A;NR;TOTAL;ITH2;2010;1.66
A;NR;TOTAL;ITH2;2011;1.62
A;NR;TOTAL;ITH2;2012;1.60
A;NR;TOTAL;ITH2;2013;1.60
A;NR;TOTAL;ITH2;2014;1.54
A;NR;TOTAL;ITH2;2015;1.56
A;NR;TOTAL;ITH2;2016;1.52
A;NR;TOTAL;ITH2;2017;1.49
A;NR;TOTAL;ITH2;2018;1.45
A;NR;TOTAL;ITH2;2019;1.42
A;NR;TOTAL;ITH2;2020;1.36345
A;NR;TOTAL;ITH3;2009;1.49
A;NR;TOTAL;ITH3;2010;1.50
A;NR;TOTAL;ITH3;2011;1.48
A;NR;TOTAL;ITH3;2012;1.48
A;NR;TOTAL;ITH3;2013;1.42
A;NR;TOTAL;ITH3;2014;1.41
A;NR;TOTAL;ITH3;2015;1.38
A;NR;TOTAL;ITH3;2016;1.38
A;NR;TOTAL;ITH3;2017;1.36
A;NR;TOTAL;ITH3;2018;1.33
A;NR;TOTAL;ITH3;2019;1.29
A;NR;TOTAL;ITH3;2020;1.27686
A;NR;TOTAL;ITH4;2009;1.38
A;NR;TOTAL;ITH4;2010;1.40
A;NR;TOTAL;ITH4;2011;1.38
A;NR;TOTAL;ITH4;2012;1.41
A;NR;TOTAL;ITH4;2013;1.37
A;NR;TOTAL;ITH4;2014;1.38
A;NR;TOTAL;ITH4;2015;1.32
A;NR;TOTAL;ITH4;2016;1.33
A;NR;TOTAL;ITH4;2017;1.31
A;NR;TOTAL;ITH4;2018;1.28
A;NR;TOTAL;ITH4;2019;1.25
A;NR;TOTAL;ITH4;2020;1.26309
A;NR;TOTAL;ITH5;2009;1.54
A;NR;TOTAL;ITH5;2010;1.54
A;NR;TOTAL;ITH5;2011;1.50
A;NR;TOTAL;ITH5;2012;1.49
A;NR;TOTAL;ITH5;2013;1.45
A;NR;TOTAL;ITH5;2014;1.42
A;NR;TOTAL;ITH5;2015;1.42
A;NR;TOTAL;ITH5;2016;1.40
A;NR;TOTAL;ITH5;2017;1.35
A;NR;TOTAL;ITH5;2018;1.34
A;NR;TOTAL;ITH5;2019;1.30
A;NR;TOTAL;ITH5;2020;1.26457
A;NR;TOTAL;ITI1;2009;1.39
A;NR;TOTAL;ITI1;2010;1.42
A;NR;TOTAL;ITI1;2011;1.40
A;NR;TOTAL;ITI1;2012;1.41
A;NR;TOTAL;ITI1;2013;1.35
A;NR;TOTAL;ITI1;2014;1.35
A;NR;TOTAL;ITI1;2015;1.30
A;NR;TOTAL;ITI1;2016;1.30
A;NR;TOTAL;ITI1;2017;1.28
A;NR;TOTAL;ITI1;2018;1.25
A;NR;TOTAL;ITI1;2019;1.21
A;NR;TOTAL;ITI1;2020;1.16528
A;NR;TOTAL;ITI2;2009;1.39
A;NR;TOTAL;ITI2;2010;1.42
A;NR;TOTAL;ITI2;2011;1.40
A;NR;TOTAL;ITI2;2012;1.39
A;NR;TOTAL;ITI2;2013;1.37
A;NR;TOTAL;ITI2;2014;1.32
A;NR;TOTAL;ITI2;2015;1.27
A;NR;TOTAL;ITI2;2016;1.26
A;NR;TOTAL;ITI2;2017;1.24
A;NR;TOTAL;ITI2;2018;1.21
A;NR;TOTAL;ITI2;2019;1.20
A;NR;TOTAL;ITI2;2020;1.15811
A;NR;TOTAL;ITI3;2009;1.44
A;NR;TOTAL;ITI3;2010;1.42
A;NR;TOTAL;ITI3;2011;1.42
A;NR;TOTAL;ITI3;2012;1.38
A;NR;TOTAL;ITI3;2013;1.34
A;NR;TOTAL;ITI3;2014;1.35
A;NR;TOTAL;ITI3;2015;1.33
A;NR;TOTAL;ITI3;2016;1.32
A;NR;TOTAL;ITI3;2017;1.25
A;NR;TOTAL;ITI3;2018;1.22
A;NR;TOTAL;ITI3;2019;1.19
A;NR;TOTAL;ITI3;2020;1.19117
A;NR;TOTAL;ITI4;2009;1.44
A;NR;TOTAL;ITI4;2010;1.46
A;NR;TOTAL;ITI4;2011;1.48
A;NR;TOTAL;ITI4;2012;1.47
A;NR;TOTAL;ITI4;2013;1.42
A;NR;TOTAL;ITI4;2014;1.35
A;NR;TOTAL;ITI4;2015;1.32
A;NR;TOTAL;ITI4;2016;1.33
A;NR;TOTAL;ITI4;2017;1.27
A;NR;TOTAL;ITI4;2018;1.22
A;NR;TOTAL;ITI4;2019;1.18
A;NR;TOTAL;ITI4;2020;1.17899
A;NR;TOTAL;LI00;2009;1.71
A;NR;TOTAL;LI00;2010;1.40
A;NR;TOTAL;LI00;2011;1.69
A;NR;TOTAL;LI00;2012;1.51
A;NR;TOTAL;LI00;2013;1.45
A;NR;TOTAL;LI00;2014;1.59
A;NR;TOTAL;LI00;2015;1.40
A;NR;TOTAL;LI00;2016;1.61
A;NR;TOTAL;LI00;2017;1.44
A;NR;TOTAL;LI00;2018;1.58
A;NR;TOTAL;LI00;2019;1.48
A;NR;TOTAL;LI00;2020;1.45528
A;NR;TOTAL;LT01;2009;1.51
A;NR;TOTAL;LT01;2010;1.48
A;NR;TOTAL;LT01;2011;1.45
A;NR;TOTAL;LT01;2012;1.45
A;NR;TOTAL;LT01;2013;1.42
A;NR;TOTAL;LT01;2014;1.48
A;NR;TOTAL;LT01;2015;1.53
A;NR;TOTAL;LT01;2016;1.55
A;NR;TOTAL;LT01;2017;1.48
A;NR;TOTAL;LT01;2018;1.50
A;NR;TOTAL;LT01;2019;1.44
A;NR;TOTAL;LT01;2020;1.36816
A;NR;TOTAL;LT02;2009;1.50
A;NR;TOTAL;LT02;2010;1.50
A;NR;TOTAL;LT02;2011;1.60
A;NR;TOTAL;LT02;2012;1.66
A;NR;TOTAL;LT02;2013;1.67
A;NR;TOTAL;LT02;2014;1.70
A;NR;TOTAL;LT02;2015;1.79
A;NR;TOTAL;LT02;2016;1.76
A;NR;TOTAL;LT02;2017;1.70
A;NR;TOTAL;LT02;2018;1.71
A;NR;TOTAL;LT02;2019;1.69
A;NR;TOTAL;LT02;2020;1.54053
A;NR;TOTAL;LU00;2009;1.59
A;NR;TOTAL;LU00;2010;1.63
A;NR;TOTAL;LU00;2011;1.52
A;NR;TOTAL;LU00;2012;1.57
A;NR;TOTAL;LU00;2013;1.55
A;NR;TOTAL;LU00;2014;1.50
A;NR;TOTAL;LU00;2015;1.47
A;NR;TOTAL;LU00;2016;1.41
A;NR;TOTAL;LU00;2017;1.39
A;NR;TOTAL;LU00;2018;1.38
A;NR;TOTAL;LU00;2019;1.34
A;NR;TOTAL;LU00;2020;1.36058
A;NR;TOTAL;LV00;2009;1.46
A;NR;TOTAL;LV00;2010;1.36
A;NR;TOTAL;LV00;2011;1.33
A;NR;TOTAL;LV00;2012;1.44
A;NR;TOTAL;LV00;2013;1.52
A;NR;TOTAL;LV00;2014;1.65
A;NR;TOTAL;LV00;2015;1.70
A;NR;TOTAL;LV00;2016;1.74
A;NR;TOTAL;LV00;2017;1.69
A;NR;TOTAL;LV00;2018;1.60
A;NR;TOTAL;LV00;2019;1.61
A;NR;TOTAL;LV00;2020;1.54620
A;NR;TOTAL;ME00;2009;1.85
A;NR;TOTAL;ME00;2010;1.69
A;NR;TOTAL;ME00;2011;1.65
A;NR;TOTAL;ME00;2012;1.71
A;NR;TOTAL;ME00;2013;1.73
A;NR;TOTAL;ME00;2014;1.75
A;NR;TOTAL;ME00;2015;1.74
A;NR;TOTAL;ME00;2016;1.79
A;NR;TOTAL;ME00;2017;1.78
A;NR;TOTAL;ME00;2018;1.76
A;NR;TOTAL;ME00;2019;1.77
A;NR;TOTAL;ME00;2020;1.75485
A;NR;TOTAL;MK00;2009;1.52
A;NR;TOTAL;MK00;2010;1.56
A;NR;TOTAL;MK00;2011;1.46
A;NR;TOTAL;MK00;2012;1.51
A;NR;TOTAL;MK00;2013;1.49
A;NR;TOTAL;MK00;2014;1.52
A;NR;TOTAL;MK00;2015;1.49
A;NR;TOTAL;MK00;2016;1.50
A;NR;TOTAL;MK00;2017;1.43
A;NR;TOTAL;MK00;2018;1.42
A;NR;TOTAL;MK00;2019;1.34
A;NR;TOTAL;MK00;2020;1.30865
A;NR;TOTAL;MT00;2009;1.42
A;NR;TOTAL;MT00;2010;1.36
A;NR;TOTAL;MT00;2011;1.45
A;NR;TOTAL;MT00;2012;1.42
A;NR;TOTAL;MT00;2013;1.36
A;NR;TOTAL;MT00;2014;1.38
A;NR;TOTAL;MT00;2015;1.37
A;NR;TOTAL;MT00;2016;1.37
A;NR;TOTAL;MT00;2017;1.26
A;NR;TOTAL;MT00;2018;1.23
A;NR;TOTAL;MT00;2019;1.14
A;NR;TOTAL;MT00;2020;1.13380
A;NR;TOTAL;NL11;2009;1.65
A;NR;TOTAL;NL11;2010;1.61
A;NR;TOTAL;NL11;2011;1.66
A;NR;TOTAL;NL11;2012;1.59
A;NR;TOTAL;NL11;2013;1.52
A;NR;TOTAL;NL11;2014;1.54
A;NR;TOTAL;NL11;2015;1.52
A;NR;TOTAL;NL11;2016;1.54
A;NR;TOTAL;NL11;2017;1.45
A;NR;TOTAL;NL11;2018;1.39
A;NR;TOTAL;NL11;2019;1.41
A;NR;TOTAL;NL11;2020;1.37045
A;NR;TOTAL;NL12;2009;2.00
A;NR;TOTAL;NL12;2010;2.00
A;NR;TOTAL;NL12;2011;1.91
A;NR;TOTAL;NL12;2012;1.89
A;NR;TOTAL;NL12;2013;1.84
A;NR;TOTAL;NL12;2014;1.86
A;NR;TOTAL;NL12;2015;1.78
A;NR;TOTAL;NL12;2016;1.79
A;NR;TOTAL;NL12;2017;1.77
A;NR;TOTAL;NL12;2018;1.71
A;NR;TOTAL;NL12;2019;1.75
A;NR;TOTAL;NL12;2020;1.70357
A;NR;TOTAL;NL13;2009;2.02
A;NR;TOTAL;NL13;2010;1.95
A;NR;TOTAL;NL13;2011;1.92
A;NR;TOTAL;NL13;2012;1.86
A;NR;TOTAL;NL13;2013;1.78
A;NR;TOTAL;NL13;2014;1.85
A;NR;TOTAL;NL13;2015;1.73
A;NR;TOTAL;NL13;2016;1.79
A;NR;TOTAL;NL13;2017;1.77
A;NR;TOTAL;NL13;2018;1.68
A;NR;TOTAL;NL13;2019;1.73
A;NR;TOTAL;NL13;2020;1.72644
A;NR;TOTAL;NL21;2009;1.95
A;NR;TOTAL;NL21;2010;1.95
A;NR;TOTAL;NL21;2011;1.89
A;NR;TOTAL;NL21;2012;1.86
A;NR;TOTAL;NL21;2013;1.84
A;NR;TOTAL;NL21;2014;1.84
A;NR;TOTAL;NL21;2015;1.79
A;NR;TOTAL;NL21;2016;1.79
A;NR;TOTAL;NL21;2017;1.72
A;NR;TOTAL;NL21;2018;1.69
A;NR;TOTAL;NL21;2019;1.68
A;NR;TOTAL;NL21;2020;1.64896
A;NR;TOTAL;NL22;2009;1.83
A;NR;TOTAL;NL22;2010;1.83
A;NR;TOTAL;NL22;2011;1.80
A;NR;TOTAL;NL22;2012;1.75
A;NR;TOTAL;NL22;2013;1.74
A;NR;TOTAL;NL22;2014;1.76
A;NR;TOTAL;NL22;2015;1.73
A;NR;TOTAL;NL22;2016;1.71
A;NR;TOTAL;NL22;2017;1.70
A;NR;TOTAL;NL22;2018;1.66
A;NR;TOTAL;NL22;2019;1.65
A;NR;TOTAL;NL22;2020;1.65950
A;NR;TOTAL;NL23;2009;2.04
A;NR;TOTAL;NL23;2010;2.04
A;NR;TOTAL;NL23;2011;1.95
A;NR;TOTAL;NL23;2012;1.91
A;NR;TOTAL;NL23;2013;1.80
A;NR;TOTAL;NL23;2014;1.89
A;NR;TOTAL;NL23;2015;1.82
A;NR;TOTAL;NL23;2016;1.80
A;NR;TOTAL;NL23;2017;1.72
A;NR;TOTAL;NL23;2018;1.78
A;NR;TOTAL;NL23;2019;1.77
A;NR;TOTAL;NL23;2020;1.72972
A;NR;TOTAL;NL31;2009;1.81
A;NR;TOTAL;NL31;2010;1.82
A;NR;TOTAL;NL31;2011;1.76
A;NR;TOTAL;NL31;2012;1.77
A;NR;TOTAL;NL31;2013;1.71
A;NR;TOTAL;NL31;2014;1.76
A;NR;TOTAL;NL31;2015;1.70
A;NR;TOTAL;NL31;2016;1.69
A;NR;TOTAL;NL31;2017;1.68
A;NR;TOTAL;NL31;2018;1.63
A;NR;TOTAL;NL31;2019;1.62
A;NR;TOTAL;NL31;2020;1.60245
A;NR;TOTAL;NL32;2009;1.71
A;NR;TOTAL;NL32;2010;1.72
A;NR;TOTAL;NL32;2011;1.65
A;NR;TOTAL;NL32;2012;1.62
A;NR;TOTAL;NL32;2013;1.59
A;NR;TOTAL;NL32;2014;1.62
A;NR;TOTAL;NL32;2015;1.57
A;NR;TOTAL;NL32;2016;1.57
A;NR;TOTAL;NL32;2017;1.52
A;NR;TOTAL;NL32;2018;1.49
A;NR;TOTAL;NL32;2019;1.46
A;NR;TOTAL;NL32;2020;1.43229
A;NR;TOTAL;NL33;2009;1.77
A;NR;TOTAL;NL33;2010;1.78
A;NR;TOTAL;NL33;2011;1.78
A;NR;TOTAL;NL33;2012;1.75
A;NR;TOTAL;NL33;2013;1.69
A;NR;TOTAL;NL33;2014;1.74
A;NR;TOTAL;NL33;2015;1.67
A;NR;TOTAL;NL33;2016;1.69
A;NR;TOTAL;NL33;2017;1.64
A;NR;TOTAL;NL33;2018;1.61
A;NR;TOTAL;NL33;2019;1.60
A;NR;TOTAL;NL33;2020;1.54581
A;NR;TOTAL;NL34;2009;1.88
A;NR;TOTAL;NL34;2010;1.89
A;NR;TOTAL;NL34;2011;1.94
A;NR;TOTAL;NL34;2012;1.89
A;NR;TOTAL;NL34;2013;1.83
A;NR;TOTAL;NL34;2014;1.89
A;NR;TOTAL;NL34;2015;1.87
A;NR;TOTAL;NL34;2016;1.79
A;NR;TOTAL;NL34;2017;1.76
A;NR;TOTAL;NL34;2018;1.72
A;NR;TOTAL;NL34;2019;1.73
A;NR;TOTAL;NL34;2020;1.71446
A;NR;TOTAL;NL41;2009;1.78
A;NR;TOTAL;NL41;2010;1.79
A;NR;TOTAL;NL41;2011;1.76
A;NR;TOTAL;NL41;2012;1.70
A;NR;TOTAL;NL41;2013;1.66
A;NR;TOTAL;NL41;2014;1.70
A;NR;TOTAL;NL41;2015;1.64
A;NR;TOTAL;NL41;2016;1.66
A;NR;TOTAL;NL41;2017;1.61
A;NR;TOTAL;NL41;2018;1.58
A;NR;TOTAL;NL41;2019;1.55
A;NR;TOTAL;NL41;2020;1.52568
A;NR;TOTAL;NL42;2009;1.65
A;NR;TOTAL;NL42;2010;1.64
A;NR;TOTAL;NL42;2011;1.59
A;NR;TOTAL;NL42;2012;1.56
A;NR;TOTAL;NL42;2013;1.55
A;NR;TOTAL;NL42;2014;1.51
A;NR;TOTAL;NL42;2015;1.49
